1wui_S	1wui_S	1.000	1.000	1.000	1.218E-189
3mx7_A	3mx7_A	1.000	1.000	1.000	4.673E-58
5ori_A	5ori_A	1.000	1.000	1.000	0.000E+00
5ori_A	5osw_A	1.000	1.000	1.000	0.000E+00
2w9y_A	2w9y_A	1.000	1.000	1.000	6.838E-91
5b5i_B	5b5i_B	1.000	1.000	1.000	1.425E-50
7nmq_A	7nmq_A	1.000	1.000	1.000	6.605E-234
3wa1_A	3wa1_A	1.000	1.000	1.000	4.513E-264
1uz3_A	1uz3_A	1.000	1.000	1.000	1.442E-63
3ebh_A	3ebh_A	1.000	1.000	1.000	0.000E+00
6f45_D	6f45_D	1.000	1.000	1.000	3.825E-167
6ono_C	6ono_C	1.000	1.000	1.000	4.852E-52
1lsl_A	1lsl_A	1.000	1.000	1.000	1.989E-85
1u6r_B	1u6r_B	1.000	1.000	1.000	6.913E-263
1u6r_B	1m15_A	0.451	0.884	0.919	8.337E-85
1m8s_A	1m8s_A	1.000	1.000	1.000	8.885E-92
6a02_A	6a02_A	1.000	1.000	1.000	6.428E-118
6a02_A	3dza_A	0.471	0.859	0.832	1.288E-42
4zac_D	4zac_D	1.000	1.000	1.000	0.000E+00
4zac_D	4za9_A	0.492	0.980	0.963	1.331E-161
2ie6_A	2ie6_A	1.000	1.000	1.000	7.583E-206
2ie6_A	2hyv_A	0.462	0.962	0.997	5.547E-83
3mm6_A	3mm6_A	1.000	1.000	1.000	3.819E-297
2ycl_A	2ycl_A	1.000	1.000	1.000	4.766E-296
4hfq_B	4hfq_B	1.000	1.000	1.000	4.000E-134
5jbg_A	5jbg_A	1.000	1.000	1.000	0.000E+00
2hng_A	2hng_A	1.000	1.000	1.000	6.434E-80
5eqz_A	5eqz_A	1.000	1.000	1.000	9.124E-91
6q9c_A	6q9c_A	1.000	1.000	1.000	3.011E-105
5by8_B	5by8_B	1.000	1.000	1.000	4.411E-53
4a1k_A	4a1k_A	1.000	1.000	1.000	3.425E-108
2aj7_A	2aj7_A	1.000	1.000	1.000	6.061E-105
2aj7_A	5jak_A	0.500	0.859	0.921	4.703E-42
4o6q_A	4o6q_A	1.000	1.000	1.000	1.014E-119
4o6q_A	3mol_B	0.989	1.000	1.000	1.579E-117
1wq6_A	1wq6_A	1.000	1.000	1.000	1.571E-45
1uha_A	1uha_A	1.000	1.000	1.000	6.138E-62
6e33_A	6e33_A	1.000	1.000	1.000	1.611E-37
1xty_B	1xty_B	1.000	1.000	1.000	1.543E-75
1xty_B	1rlk_A	0.542	0.983	0.974	5.161E-36
2g64_A	2g64_A	1.000	1.000	1.000	2.908E-92
1nh2_B	1nh2_B	1.000	1.000	1.000	2.680E-29
1xkr_A	1xkr_A	1.000	1.000	1.000	6.123E-127
3ilw_A	3ilw_A	1.000	1.000	1.000	8.370E-306
6lus_A	6lus_A	1.000	1.000	1.000	5.276E-85
6lus_A	5vap_A	0.375	0.842	1.000	9.532E-23
1r8m_E	1r8m_E	1.000	1.000	1.000	9.983E-137
3do6_A	3do6_A	1.000	1.000	1.000	0.000E+00
5kts_A	5kts_A	1.000	1.000	1.000	1.462E-199
5kts_A	4p3x_A	0.541	0.974	0.970	2.303E-98
4ywk_A	4ywk_A	1.000	1.000	1.000	7.885E-133
3lur_B	3lur_B	1.000	1.000	1.000	8.966E-105
6bwq_A	6bwq_A	1.000	1.000	1.000	2.765E-97
3lvu_D	3lvu_D	1.000	1.000	1.000	3.026E-170
3lwx_A	3lwx_A	1.000	1.000	1.000	2.827E-129
6pxz_B	6pxz_B	1.000	1.000	1.000	5.622E-70
5osw_A	5ori_A	1.000	1.000	1.000	0.000E+00
5osw_A	5osw_A	1.000	1.000	1.000	0.000E+00
3fh2_A	3fh2_A	1.000	1.000	1.000	1.882E-91
3fh2_A	2y1q_A	0.601	0.979	0.947	5.777E-52
7jfl_C	7jfl_C	1.000	1.000	1.000	9.540E-25
5ef9_A	5ef9_A	1.000	1.000	1.000	1.677E-116
5ef9_A	5eg7_A	0.348	0.902	0.957	1.273E-25
3cyi_A	3cyi_A	1.000	1.000	1.000	4.389E-71
3bk5_A	3bk5_A	1.000	1.000	1.000	1.011E-159
2zzd_E	2zzd_E	1.000	1.000	1.000	2.913E-107
5um3_A	5um3_A	1.000	1.000	1.000	8.237E-55
5um3_A	3nis_B	0.445	0.960	0.902	1.393E-19
1d4t_A	1d4t_A	1.000	1.000	1.000	7.046E-69
3da8_A	3da8_A	1.000	1.000	1.000	1.170E-135
2z0x_A	2z0x_A	1.000	1.000	1.000	3.286E-101
3rlk_A	3rlk_A	1.000	1.000	1.000	8.091E-137
2yvq_A	2yvq_A	1.000	1.000	1.000	1.188E-91
1ef1_D	1ef1_D	1.000	1.000	1.000	5.949E-50
3oi8_A	3oi8_A	1.000	1.000	1.000	6.388E-99
6fy5_A	6fy5_A	1.000	1.000	1.000	1.481E-126
4ys0_A	4ys0_A	1.000	1.000	1.000	0.000E+00
6hem_A	6hem_A	1.000	1.000	1.000	6.398E-205
5m45_K	5m45_K	1.000	1.000	1.000	0.000E+00
3nqi_A	3nqi_A	1.000	1.000	1.000	6.801E-158
4koq_A	4koq_A	1.000	1.000	1.000	6.113E-120
4dok_A	4dok_A	1.000	1.000	1.000	9.530E-134
5dje_B	5dje_B	1.000	1.000	1.000	9.376E-91
3lpe_B	3lpe_B	1.000	1.000	1.000	1.454E-37
4yal_A	4yal_A	1.000	1.000	1.000	0.000E+00
5hub_A	5hub_A	1.000	1.000	1.000	3.001E-53
3t4r_A	3t4r_A	1.000	1.000	1.000	5.230E-50
6rwt_A	6rwt_A	1.000	1.000	1.000	3.936E-120
4whe_A	4whe_A	1.000	1.000	1.000	3.695E-86
3mxz_A	3mxz_A	1.000	1.000	1.000	3.574E-69
2vri_A	2vri_A	1.000	1.000	1.000	2.870E-115
4zmk_A	4zmk_A	1.000	1.000	1.000	1.033E-37
2abk_A	2abk_A	1.000	1.000	1.000	9.100E-142
3bl9_A	3bl9_A	1.000	1.000	1.000	2.816E-204
5kdv_A	5kdv_A	1.000	1.000	1.000	0.000E+00
5kdv_A	5kdw_B	0.998	0.993	1.000	0.000E+00
1lln_A	1lln_A	1.000	1.000	1.000	1.380E-173
1lln_A	2z4u_A	0.441	0.992	0.985	4.483E-55
3g28_A	3g28_A	1.000	1.000	1.000	3.924E-49
2wkx_A	2wkx_A	1.000	1.000	1.000	4.388E-179
6xrx_A	6xrx_A	1.000	1.000	1.000	0.000E+00
1ijx_C	1ijx_C	1.000	1.000	1.000	1.610E-89
1io1_A	1io1_A	1.000	1.000	1.000	8.907E-244
1qcs_A	1qcs_A	1.000	1.000	1.000	5.667E-137
5cfl_A	5cfl_A	1.000	1.000	1.000	3.742E-128
5cfl_A	4qxo_A	0.347	0.973	0.989	3.458E-27
3q1n_A	3q1n_A	1.000	1.000	1.000	8.654E-206
3o3x_A	3o3x_A	1.000	1.000	1.000	7.882E-127
1i2t_A	1i2t_A	1.000	1.000	1.000	1.152E-33
6anz_A	6anz_A	1.000	1.000	1.000	1.322E-94
4rp5_A	4rp5_A	1.000	1.000	1.000	2.455E-57
1nij_A	1nij_A	1.000	1.000	1.000	1.989E-215
5j3t_B	5j3t_B	1.000	1.000	1.000	1.821E-166
2ov9_C	2ov9_C	1.000	1.000	1.000	9.254E-143
6in7_A	6in7_A	1.000	1.000	1.000	3.689E-46
2v4n_A	2v4n_A	1.000	1.000	1.000	1.070E-171
2hba_A	2hba_A	1.000	1.000	1.000	3.792E-30
2v4b_B	2v4b_B	1.000	1.000	1.000	3.303E-216
2dt8_A	2dt8_A	1.000	1.000	1.000	7.117E-178
3ju3_A	3ju3_A	1.000	1.000	1.000	3.298E-74
1huf_A	1huf_A	1.000	1.000	1.000	2.513E-87
1bx7_A	1bx7_A	1.000	1.000	1.000	6.277E-38
1p5g_X	1p5g_X	1.000	1.000	1.000	1.991E-314
3bec_A	3bec_A	1.000	1.000	1.000	9.300E-245
2igp_A	2igp_A	1.000	1.000	1.000	3.203E-83
2xf2_A	2xf2_A	1.000	1.000	1.000	0.000E+00
1ail_A	1ail_A	1.000	1.000	1.000	5.863E-45
4q0y_A	4q0y_A	1.000	1.000	1.000	9.496E-84
5o5s_A	5o5s_A	1.000	1.000	1.000	1.040E-89
3dpg_B	3dpg_B	1.000	1.000	1.000	1.334E-224
2rbk_A	2rbk_A	1.000	1.000	1.000	1.448E-174
3frr_A	3frr_A	1.000	1.000	1.000	3.644E-119
3pes_A	3pes_A	1.000	1.000	1.000	2.431E-57
5btz_A	5btz_A	1.000	1.000	1.000	2.771E-92
2ftx_A	2ftx_A	1.000	1.000	1.000	5.867E-57
1g7s_A	1g7s_A	1.000	1.000	1.000	0.000E+00
1cuo_A	1cuo_A	1.000	1.000	1.000	3.170E-85
4gsj_A	4gsj_A	1.000	1.000	1.000	2.876E-196
4gsj_A	3t7h_B	0.986	1.000	1.000	7.607E-193
4cv7_A	4cv7_A	1.000	1.000	1.000	3.546E-74
4cv7_A	4csb_A	0.585	0.938	0.895	5.156E-36
4jgi_A	4jgi_A	1.000	1.000	1.000	2.064E-133
6o2v_A	6o2v_A	1.000	1.000	1.000	7.468E-98
2py5_A	2py5_A	1.000	1.000	1.000	0.000E+00
5opz_A	5opz_A	1.000	1.000	1.000	4.314E-91
2wzo_A	2wzo_A	1.000	1.000	1.000	1.345E-101
6dgk_B	6dgk_B	1.000	1.000	1.000	5.460E-75
6q9c_B	6q9c_B	1.000	1.000	1.000	3.638E-290
4mzv_A	4mzv_A	1.000	1.000	1.000	2.136E-168
1rlk_A	1rlk_A	1.000	1.000	1.000	2.509E-75
1rlk_A	1xty_B	0.542	0.974	0.983	3.595E-37
2zca_B	2zca_B	1.000	1.000	1.000	7.527E-111
1gqe_A	1gqe_A	1.000	1.000	1.000	1.073E-238
1o0s_A	1o0s_A	1.000	1.000	1.000	0.000E+00
1o0s_A	7mf4_A	0.404	0.828	0.913	9.771E-123
4jo7_A	4jo7_A	1.000	1.000	1.000	2.082E-53
1vzy_B	1vzy_B	1.000	1.000	1.000	2.438E-191
6iah_A	6iah_A	1.000	1.000	1.000	4.832E-164
4qx8_B	4qx8_B	1.000	1.000	1.000	3.835E-43
2ahn_A	2ahn_A	1.000	1.000	1.000	1.403E-160
2ahn_A	2vi1_A	0.394	1.000	0.990	3.235E-43
4ykd_A	4ykd_A	1.000	1.000	1.000	8.210E-61
5cof_A	5cof_A	1.000	1.000	1.000	7.744E-116
2xrh_A	2xrh_A	1.000	1.000	1.000	5.309E-61
2pfx_A	2pfx_A	1.000	1.000	1.000	2.490E-125
1m9z_A	1m9z_A	1.000	1.000	1.000	5.792E-77
2jft_A	2jft_A	1.000	1.000	1.000	4.094E-152
6p5x_B	6p5x_B	1.000	1.000	1.000	3.413E-303
4alz_A	4alz_A	1.000	1.000	1.000	4.194E-127
2ixm_A	2ixm_A	1.000	1.000	1.000	1.254E-211
2rjw_A	2rjw_A	1.000	1.000	1.000	3.345E-42
2rjw_A	1yu5_X	0.985	1.000	1.000	1.630E-41
3kde_C	3kde_C	1.000	1.000	1.000	2.709E-52
5wfy_A	5wfy_A	1.000	1.000	1.000	5.861E-88
2bbr_A	2bbr_A	1.000	1.000	1.000	7.291E-121
3u9g_A	3u9g_A	1.000	1.000	1.000	1.042E-160
1vbi_A	1vbi_A	1.000	1.000	1.000	5.382E-229
2gke_A	2gke_A	1.000	1.000	1.000	1.696E-189
4lty_A	4lty_A	1.000	1.000	1.000	3.329E-242
1l5o_A	1l5o_A	1.000	1.000	1.000	2.150E-230
1l5o_A	1wx1_B	0.379	0.904	0.961	4.377E-56
3ho6_A	3ho6_A	1.000	1.000	1.000	1.052E-171
6ro6_A	6ro6_A	1.000	1.000	1.000	9.248E-37
5en2_C	5en2_C	1.000	1.000	1.000	2.721E-101
1ql0_B	1ql0_B	1.000	1.000	1.000	1.579E-165
2ccq_A	2ccq_A	1.000	1.000	1.000	4.030E-62
1iuq_A	1iuq_A	1.000	1.000	1.000	2.106E-244
5jak_A	5jak_A	1.000	1.000	1.000	7.562E-100
5jak_A	2aj7_A	0.482	0.954	0.890	1.649E-43
4rnz_A	4rnz_A	1.000	1.000	1.000	1.320E-247
1ru4_A	1ru4_A	1.000	1.000	1.000	3.925E-267
5b1q_B	5b1q_B	1.000	1.000	1.000	7.033E-303
1zd7_B	1zd7_B	1.000	1.000	1.000	3.325E-104
3wol_A	3wol_A	1.000	1.000	1.000	0.000E+00
3oyv_A	3oyv_A	1.000	1.000	1.000	2.179E-244
3lx5_A	3lx5_A	1.000	1.000	1.000	7.791E-173
2x49_A	2x49_A	1.000	1.000	1.000	1.561E-215
1tdz_A	1tdz_A	1.000	1.000	1.000	9.832E-182
4yxp_A	4yxp_A	1.000	1.000	1.000	1.071E-187
4obi_A	4obi_A	1.000	1.000	1.000	4.949E-71
3gnu_P	3gnu_P	1.000	1.000	1.000	6.239E-147
3gnu_P	3st1_A	0.437	0.930	0.907	2.079E-45
3nrl_B	3nrl_B	1.000	1.000	1.000	3.748E-57
1ojh_C	1ojh_C	1.000	1.000	1.000	4.409E-39
4omf_B	4omf_B	1.000	1.000	1.000	3.660E-187
5kwb_A	5kwb_A	1.000	1.000	1.000	1.759E-263
1fs1_A	1fs1_A	1.000	1.000	1.000	3.204E-35
1msc_A	1msc_A	1.000	1.000	1.000	7.767E-81
3ot9_B	3ot9_B	1.000	1.000	1.000	8.338E-272
3ot9_B	3twz_A	1.000	1.000	1.000	8.338E-272
5zmo_A	5zmo_A	1.000	1.000	1.000	1.388E-115
5eg7_A	5eg7_A	1.000	1.000	1.000	1.073E-101
5eg7_A	5ef9_A	0.348	0.957	0.902	7.106E-25
3pvh_A	3pvh_A	1.000	1.000	1.000	4.594E-97
1bkp_A	1bkp_A	1.000	1.000	1.000	3.641E-195
3im3_A	3im3_A	1.000	1.000	1.000	8.158E-29
3hol_A	3hol_A	1.000	1.000	1.000	0.000E+00
1jnr_C	1jnr_C	1.000	1.000	1.000	0.000E+00
4dja_A	4dja_A	1.000	1.000	1.000	0.000E+00
7lp1_A	7lp1_A	1.000	1.000	1.000	3.576E-26
4z8q_B	4z8q_B	1.000	1.000	1.000	1.864E-61
1whi_A	1whi_A	1.000	1.000	1.000	4.805E-76
2bmo_B	2bmo_B	1.000	1.000	1.000	9.820E-128
1qhv_A	1qhv_A	1.000	1.000	1.000	1.285E-126
2yvo_A	2yvo_A	1.000	1.000	1.000	9.534E-117
3mqz_A	3mqz_A	1.000	1.000	1.000	1.290E-146
3jz9_A	3jz9_A	1.000	1.000	1.000	3.311E-125
3a1g_A	3a1g_A	1.000	1.000	1.000	6.256E-49
5m1m_A	5m1m_A	1.000	1.000	1.000	4.874E-100
6ypi_A	6ypi_A	1.000	1.000	1.000	3.340E-61
2y7b_A	2y7b_A	1.000	1.000	1.000	1.739E-93
2p3p_B	2p3p_B	1.000	1.000	1.000	5.317E-135
2h2z_A	2h2z_A	1.000	1.000	1.000	2.336E-216
2h2z_A	7buy_A	0.960	1.000	1.000	6.345E-210
2w8x_A	2w8x_A	1.000	1.000	1.000	5.441E-52
4gk9_A	4gk9_A	1.000	1.000	1.000	2.032E-195
3wur_B	3wur_B	1.000	1.000	1.000	1.813E-115
2cg7_A	2cg7_A	1.000	1.000	1.000	1.565E-67
5k6d_B	5k6d_B	1.000	1.000	1.000	1.513E-52
5w53_B	5w53_B	1.000	1.000	1.000	9.612E-204
2lis_A	2lis_A	1.000	1.000	1.000	1.398E-93
2lis_A	5ii7_A	1.000	1.000	0.986	1.398E-93
3cw3_A	3cw3_A	1.000	1.000	1.000	3.803E-63
3jsz_A	3jsz_A	1.000	1.000	1.000	0.000E+00
3ooi_A	3ooi_A	1.000	1.000	1.000	1.132E-166
2db7_A	2db7_A	1.000	1.000	1.000	2.804E-38
2wr8_A	2wr8_A	1.000	1.000	1.000	4.650E-174
6l4l_A	6l4l_A	1.000	1.000	1.000	4.618E-196
1uwk_B	1uwk_B	1.000	1.000	1.000	0.000E+00
1uwk_B	7ned_A	0.508	0.957	0.973	4.817E-173
1juv_A	1juv_A	1.000	1.000	1.000	2.913E-129
3nke_B	3nke_B	1.000	1.000	1.000	1.734E-130
2ebb_A	2ebb_A	1.000	1.000	1.000	7.983E-65
5a5y_A	5a5y_A	1.000	1.000	1.000	1.850E-138
5a5y_A	5a67_A	1.000	1.000	1.000	1.850E-138
3eto_A	3eto_A	1.000	1.000	1.000	9.134E-173
2bti_A	2bti_A	1.000	1.000	1.000	7.997E-36
1l2w_I	1l2w_I	1.000	1.000	1.000	4.957E-38
3twz_A	3ot9_B	1.000	1.000	1.000	8.338E-272
3twz_A	3twz_A	1.000	1.000	1.000	8.338E-272
5hee_B	5hee_B	1.000	1.000	1.000	1.185E-178
1wpb_A	1wpb_A	1.000	1.000	1.000	2.608E-115
3fkc_A	3fkc_A	1.000	1.000	1.000	1.385E-69
3n4j_A	3n4j_A	1.000	1.000	1.000	2.647E-112
3t7h_B	3t7h_B	1.000	1.000	1.000	1.685E-197
3t7h_B	4gsj_A	0.986	1.000	1.000	1.573E-193
3l9a_X	3l9a_X	1.000	1.000	1.000	3.873E-57
3u5v_A	3u5v_A	1.000	1.000	1.000	1.400E-45
3ic3_B	3ic3_B	1.000	1.000	1.000	3.241E-62
3mol_B	3mol_B	1.000	1.000	1.000	7.398E-120
3mol_B	4o6q_A	0.989	1.000	1.000	8.403E-118
6l8s_A	6l8s_A	1.000	1.000	1.000	0.000E+00
4wrp_A	4wrp_A	1.000	1.000	1.000	7.977E-85
1s9r_A	1s9r_A	1.000	1.000	1.000	4.256E-276
3gmv_X	3gmv_X	1.000	1.000	1.000	9.461E-110
3gmv_X	3n4i_B	0.386	0.955	0.952	7.245E-27
3ldu_A	3ldu_A	1.000	1.000	1.000	1.198E-262
4xb6_E	4xb6_E	1.000	1.000	1.000	9.347E-96
1mk0_A	1mk0_A	1.000	1.000	1.000	8.993E-65
5c8q_B	5c8q_B	1.000	1.000	1.000	2.766E-108
1yoc_B	1yoc_B	1.000	1.000	1.000	4.903E-94
1fcz_A	1fcz_A	1.000	1.000	1.000	4.167E-155
3ezu_A	3ezu_A	1.000	1.000	1.000	5.676E-224
5xct_B	5xct_B	1.000	1.000	1.000	3.540E-106
1ve0_A	1ve0_A	1.000	1.000	1.000	2.581E-87
1ve0_A	2p6h_B	0.472	0.948	0.963	4.475E-38
2nqw_A	2nqw_A	1.000	1.000	1.000	4.721E-60
5iqj_C	5iqj_C	1.000	1.000	1.000	4.665E-90
3wwh_A	3wwh_A	1.000	1.000	1.000	8.324E-224
2xf7_A	2xf7_A	1.000	1.000	1.000	1.193E-32
2jc5_A	2jc5_A	1.000	1.000	1.000	3.425E-184
6crk_G	6crk_G	1.000	1.000	1.000	1.995E-41
3qra_A	3qra_A	1.000	1.000	1.000	1.030E-106
2hqk_A	2hqk_A	1.000	1.000	1.000	4.568E-153
2hqk_A	2c9i_D	0.495	0.959	0.930	4.172E-67
2gg2_A	2gg2_A	1.000	1.000	1.000	4.384E-178
1btk_A	1btk_A	1.000	1.000	1.000	7.269E-114
1sf9_A	1sf9_A	1.000	1.000	1.000	4.727E-83
1feh_A	1feh_A	1.000	1.000	1.000	0.000E+00
1o98_A	1o98_A	1.000	1.000	1.000	0.000E+00
1o98_A	3igz_B	0.338	0.982	0.948	4.780E-89
4n67_A	4n67_A	1.000	1.000	1.000	3.555E-154
1qdd_A	1qdd_A	1.000	1.000	1.000	3.453E-102
3q1c_A	3q1c_A	1.000	1.000	1.000	1.447E-237
3g5k_D	3g5k_D	1.000	1.000	1.000	1.931E-123
3g5k_D	1xeo_A	0.329	0.896	0.857	2.685E-16
5a67_A	5a5y_A	1.000	1.000	1.000	1.850E-138
5a67_A	5a67_A	1.000	1.000	1.000	1.850E-138
6a9a_A	6a9a_A	1.000	1.000	1.000	4.418E-170
5iz3_B	5iz3_B	1.000	1.000	1.000	6.556E-212
5w4a_B	5w4a_B	1.000	1.000	1.000	8.679E-139
5x1u_B	5x1u_B	1.000	1.000	1.000	2.306E-139
5ngd_B	5ngd_B	1.000	1.000	1.000	1.057E-281
1rss_A	1rss_A	1.000	1.000	1.000	1.117E-93
3b49_A	3b49_A	1.000	1.000	1.000	1.248E-141
1pp0_C	1pp0_C	1.000	1.000	1.000	2.267E-130
3shg_B	3shg_B	1.000	1.000	1.000	2.981E-33
1vbw_A	1vbw_A	1.000	1.000	1.000	9.915E-43
3ipj_A	3ipj_A	1.000	1.000	1.000	8.205E-58
4qxo_A	4qxo_A	1.000	1.000	1.000	5.062E-124
4qxo_A	5cfl_A	0.347	0.989	0.973	3.191E-26
2cx7_A	2cx7_A	1.000	1.000	1.000	3.464E-82
2gc4_B	2gc4_B	1.000	1.000	1.000	4.086E-97
2hnu_A	2hnu_A	1.000	1.000	1.000	2.376E-59
7k7p_B	7k7p_B	1.000	1.000	1.000	2.885E-76
4qn8_B	4qn8_B	1.000	1.000	1.000	8.050E-102
2cyj_A	2cyj_A	1.000	1.000	1.000	9.320E-75
5gof_A	5gof_A	1.000	1.000	1.000	1.240E-277
4b6i_D	4b6i_D	1.000	1.000	1.000	2.969E-64
3d1g_A	3d1g_A	1.000	1.000	1.000	5.840E-242
3hfw_A	3hfw_A	1.000	1.000	1.000	6.671E-251
2i5u_A	2i5u_A	1.000	1.000	1.000	1.942E-52
1l9l_A	1l9l_A	1.000	1.000	1.000	6.722E-46
1lfp_A	1lfp_A	1.000	1.000	1.000	3.682E-160
4xb4_A	4xb4_A	1.000	1.000	1.000	1.864E-98
6oz1_A	6oz1_A	1.000	1.000	1.000	0.000E+00
4ytw_C	4ytw_C	1.000	1.000	1.000	2.289E-55
3d4i_A	3d4i_A	1.000	1.000	1.000	9.478E-191
1chd_A	1chd_A	1.000	1.000	1.000	3.012E-131
3dha_A	3dha_A	1.000	1.000	1.000	1.040E-174
7ead_A	7ead_A	1.000	1.000	1.000	1.756E-96
3ll7_A	3ll7_A	1.000	1.000	1.000	1.911E-271
4q7o_B	4q7o_B	1.000	1.000	1.000	1.273E-97
2gkp_A	2gkp_A	1.000	1.000	1.000	4.235E-116
3dan_A	3dan_A	1.000	1.000	1.000	9.881E-324
2phn_A	2phn_A	1.000	1.000	1.000	7.515E-165
1sx3_A	1sx3_A	1.000	1.000	1.000	0.000E+00
1r5l_A	1r5l_A	1.000	1.000	1.000	2.023E-177
2i7c_C	2i7c_C	1.000	1.000	1.000	2.455E-195
4ddp_A	4ddp_A	1.000	1.000	1.000	9.245E-146
2rff_A	2rff_A	1.000	1.000	1.000	5.774E-70
1jwq_A	1jwq_A	1.000	1.000	1.000	7.782E-113
2wya_A	2wya_A	1.000	1.000	1.000	1.293E-311
3a1g_B	3a1g_B	1.000	1.000	1.000	1.853E-21
2gwn_A	2gwn_A	1.000	1.000	1.000	4.736E-312
2ed6_A	2ed6_A	1.000	1.000	1.000	9.858E-110
1qwz_A	1qwz_A	1.000	1.000	1.000	4.292E-152
3bjd_B	3bjd_B	1.000	1.000	1.000	7.201E-215
1u8v_C	1u8v_C	1.000	1.000	1.000	0.000E+00
2ad6_D	2ad6_D	1.000	1.000	1.000	4.396E-44
2pq8_A	2pq8_A	1.000	1.000	1.000	9.116E-198
4ljo_A	4ljo_A	1.000	1.000	1.000	2.287E-158
3zrg_B	3zrg_B	1.000	1.000	1.000	2.378E-38
1r9f_A	1r9f_A	1.000	1.000	1.000	1.748E-92
3nyy_A	3nyy_A	1.000	1.000	1.000	3.150E-180
2gno_A	2gno_A	1.000	1.000	1.000	3.583E-198
6as3_A	6as3_A	1.000	1.000	1.000	9.742E-68
1ikt_A	1ikt_A	1.000	1.000	1.000	3.483E-77
2dlb_A	2dlb_A	1.000	1.000	1.000	6.256E-49
1dk8_A	1dk8_A	1.000	1.000	1.000	2.009E-98
2vlf_B	2vlf_B	1.000	1.000	1.000	5.181E-311
